Total population,Median age,% BachelorsDeg or higher,Unemployment rate,Per capita income,Total households,Average household size,% Owner occupied housing,% Renter occupied housing,% Vacant housing,Median home value,Population growth,House hold growth,Per capita income growth,Winner
23056,31.0,29.9,8.6,23985.0,7276,3.15,56.0,13.3,30.7,285896.0,2.98,3.05,3.18,Mitt Romney
2717,35.4,24.0,5.3,17072.0,985,2.75,49.4,13.8,36.8,133168.0,1.21,1.32,2.98,Mitt Romney
234099,31.5,23.1,9.9,22672.0,78820,2.93,68.8,23.3,7.9,164315.0,1.79,1.82,3.11,Mitt Romney
97100,38.7,53.6,6.9,31959.0,38005,2.39,59.9,32.4,7.7,268122.0,1.15,1.33,3.36,Barack Obama
29023,40.5,15.2,10.0,21073.0,10781,2.64,70.5,16.5,13.0,156632.0,2.15,2.29,2.81,Barack Obama
11293,45.0,21.4,9.0,21530.0,4608,2.42,58.2,18.2,23.6,149438.0,1.28,1.39,2.77,Barack Obama
300523,38.0,38.8,7.9,30592.0,122953,2.41,60.8,33.8,5.4,189317.0,1.12,1.11,3.08,Barack Obama
15523,46.6,26.1,8.3,23799.0,6439,2.38,51.6,12.9,35.4,162063.0,0.42,0.51,3.38,Barack Obama
22096,33.3,24.0,11.7,19425.0,7328,2.39,56.6,27.4,16.1,144053.0,0.53,0.76,2.92,Barack Obama
7284,43.2,16.1,10.5,19268.0,2816,2.59,56.6,17.2,26.3,150698.0,0.22,0.26,2.22,Barack Obama
17744,47.5,17.0,7.7,21675.0,7372,2.39,53.7,15.1,31.1,155511.0,0.5,0.57,2.75,Barack Obama
6030,42.3,8.0,10.1,20233.0,2712,2.19,57.2,26.7,16.1,94372.0,-0.44,-0.24,2.43,Barack Obama
44749,42.5,17.6,16.0,20102.0,19265,2.24,46.5,34.8,18.7,100018.0,-0.68,-0.64,3.21,Barack Obama
5778,42.1,18.5,17.1,19215.0,2265,2.41,45.2,42.2,12.6,115966.0,0.21,0.26,2.8,Barack Obama
24723,39.3,51.2,6.7,39304.0,9229,2.61,65.6,31.8,2.6,353983.0,1.37,1.39,2.63,Barack Obama
23344,36.1,12.9,13.1,20758.0,9596,2.41,49.1,40.2,10.7,128955.0,0.48,0.54,2.32,Barack Obama
36476,32.6,33.2,9.0,30536.0,12114,2.93,62.9,29.4,7.6,266374.0,-0.15,-0.18,2.46,Barack Obama
13364,32.3,24.6,6.7,27897.0,4217,3.17,69.9,20.8,9.3,230749.0,0.25,0.24,2.18,Barack Obama
14560,43.8,20.8,19.9,20445.0,6177,2.24,49.6,34.8,15.6,114087.0,-0.23,-0.18,3.21,Barack Obama
236947,30.1,23.8,13.2,20578.0,86114,2.45,39.1,49.1,11.8,164310.0,0.05,0.06,3.01,Barack Obama
31595,39.7,18.7,16.4,19361.0,13025,2.36,40.3,40.3,19.3,113326.0,-0.5,-0.47,2.85,Barack Obama
99998,35.6,17.1,13.0,20311.0,37552,2.51,49.4,37.0,13.5,149074.0,-0.24,-0.27,2.54,Barack Obama
201272,35.5,35.6,13.8,23633.0,83783,2.25,39.2,48.6,12.2,137404.0,0.31,0.27,3.42,Barack Obama
93391,39.8,22.8,11.6,22672.0,42030,2.16,49.3,40.6,10.1,127993.0,0.11,0.21,3.02,Barack Obama
85224,37.6,21.0,9.3,22835.0,31574,2.66,65.5,26.0,8.5,196212.0,1.5,1.58,3.21,Barack Obama
13402,24.5,50.7,12.4,26553.0,4279,2.06,37.2,48.3,14.5,297656.0,1.05,1.62,4.0,Barack Obama
38805,43.0,17.2,8.6,18211.0,15506,2.45,52.9,18.4,28.7,118523.0,-0.53,-0.54,2.62,Mitt Romney
14922,42.1,13.3,9.2,19851.0,5881,2.51,70.5,17.4,12.1,132127.0,0.82,0.9,2.6,Mitt Romney
72027,42.5,18.7,6.8,23466.0,28592,2.45,74.1,16.1,9.8,177692.0,0.52,0.73,2.9,Mitt Romney
68548,43.4,25.0,7.6,24934.0,27844,2.45,73.4,12.5,14.1,180752.0,0.73,0.88,3.08,Mitt Romney
7074,43.7,11.5,6.8,19073.0,2683,2.38,63.0,11.1,25.9,109028.0,0.03,0.12,2.76,Mitt Romney
314259,38.3,36.3,8.1,30919.0,115254,2.69,75.6,19.2,5.2,194198.0,1.35,1.45,3.16,Mitt Romney
53266,44.0,18.4,8.3,22288.0,21640,2.4,62.5,15.4,22.1,148579.0,0.74,0.85,3.01,Mitt Romney
77720,39.5,22.4,7.3,24211.0,29048,2.64,73.8,19.1,7.1,178356.0,2.04,2.07,2.73,Mitt Romney
38615,41.7,21.2,7.7,23452.0,14727,2.6,71.8,17.4,10.8,193834.0,0.64,0.69,2.83,Mitt Romney
16139,44.6,10.4,12.9,18385.0,7085,2.26,58.8,14.4,26.8,103734.0,-0.53,-0.42,2.92,Mitt Romney
6814,45.4,13.1,9.0,20638.0,2812,2.42,66.8,15.2,18.0,134429.0,0.2,0.37,2.91,Mitt Romney
16793,39.9,18.1,8.0,24917.0,6286,2.66,78.8,14.8,6.4,174833.0,2.28,2.37,2.94,Mitt Romney
11613,54.2,29.8,6.9,25776.0,5096,2.2,57.5,12.6,29.9,151613.0,-0.37,-0.31,3.91,Mitt Romney
9292,50.7,23.1,5.2,25387.0,3978,2.32,56.8,11.2,32.0,192913.0,-0.37,-0.36,3.04,Mitt Romney
10750,51.5,23.3,8.0,24618.0,4662,2.24,51.7,11.3,37.0,163538.0,0.12,0.2,3.22,Mitt Romney
13591,53.0,26.5,5.7,25682.0,6142,2.21,53.9,8.6,37.5,156889.0,0.51,0.58,3.34,Mitt Romney
34758,44.8,22.7,9.1,24157.0,13914,2.45,68.2,20.9,10.9,205964.0,2.2,2.34,3.2,Mitt Romney
62390,43.3,11.8,10.9,19703.0,25392,2.43,66.2,17.3,16.5,108025.0,-0.19,-0.07,2.48,Mitt Romney
34905,43.4,15.4,12.5,21846.0,14782,2.27,61.4,23.2,15.4,117902.0,-0.12,-0.01,2.56,Mitt Romney
23772,44.9,10.8,10.5,17440.0,9962,2.31,62.4,18.5,19.1,99458.0,-0.1,-0.02,2.56,Mitt Romney
42062,44.3,18.1,10.2,22924.0,17341,2.4,61.0,23.3,15.8,182780.0,1.23,1.29,2.84,Mitt Romney
32178,43.2,11.0,11.7,19223.0,13396,2.32,61.4,22.4,16.1,110724.0,-0.33,-0.23,2.57,Mitt Romney
37403,39.8,18.5,6.8,23570.0,14353,2.56,65.9,24.2,9.9,209338.0,1.16,1.19,2.8,Mitt Romney
54757,44.0,20.0,9.5,21415.0,22920,2.31,68.2,21.6,10.3,127023.0,0.59,0.73,3.1,Mitt Romney
28817,42.6,15.1,12.5,20284.0,12301,2.31,66.4,20.8,12.7,118737.0,0.31,0.43,2.85,Mitt Romney
6187,43.5,15.6,16.5,19420.0,2474,2.25,52.1,36.7,11.2,143325.0,0.05,0.06,3.19,Mitt Romney
17619,44.1,20.9,12.8,20956.0,7982,2.14,56.0,31.4,12.6,111889.0,0.23,0.33,3.2,Mitt Romney
6544,39.0,10.8,10.6,20037.0,2549,2.34,60.5,26.8,12.6,123205.0,-0.3,-0.24,2.65,Mitt Romney
6842,42.4,11.5,12.2,19775.0,2969,2.26,58.2,30.9,10.8,104989.0,0.07,0.1,3.12,Mitt Romney
3860,42.0,17.8,11.0,18178.0,1750,2.18,48.9,39.5,11.6,97778.0,0.39,0.52,3.48,Mitt Romney
12083,43.9,36.2,7.2,33320.0,4417,2.71,77.9,16.1,6.1,266640.0,0.13,0.21,2.62,Mitt Romney
25550,41.9,23.6,7.5,25403.0,10254,2.3,62.3,31.3,6.4,158005.0,0.38,0.44,3.05,Mitt Romney
436642,34.4,31.9,8.1,27065.0,161525,2.65,58.9,32.9,8.2,218152.0,-0.23,-0.13,2.9,Mitt Romney
21537,41.0,25.0,11.5,22025.0,9299,2.29,54.9,36.6,8.5,157397.0,1.15,1.22,2.61,Mitt Romney
30781,41.4,27.2,6.8,22115.0,12484,2.39,57.0,21.5,21.4,161412.0,0.01,0.18,2.82,Barack Obama
48829,37.8,20.2,5.8,23001.0,18484,2.61,64.7,21.5,13.8,195529.0,0.17,0.29,2.76,Barack Obama
29206,41.7,28.6,7.2,23796.0,11718,2.44,62.2,17.2,20.6,190250.0,-0.12,0.05,3.04,Barack Obama
62891,43.3,27.8,8.1,24692.0,26170,2.32,53.6,23.3,23.1,180405.0,-0.13,0.03,3.01,Barack Obama
59263,42.0,37.4,5.9,27823.0,24974,2.29,57.2,26.4,16.3,193604.0,-0.12,0.04,3.0,Barack Obama
56454,45.1,35.3,5.8,28614.0,24501,2.28,51.2,20.4,28.4,218007.0,-0.27,-0.11,3.13,Barack Obama
71253,47.8,23.7,10.3,23590.0,30640,2.28,63.5,24.2,12.3,212749.0,0.65,0.72,2.73,Barack Obama
101668,39.0,15.3,13.3,22269.0,39310,2.55,61.2,29.6,9.2,179425.0,0.86,0.87,2.7,Barack Obama
72097,40.9,14.7,13.1,20370.0,28181,2.47,56.5,25.5,18.0,163467.0,0.25,0.27,2.41,Barack Obama
81538,40.4,29.9,10.3,25868.0,32196,2.48,58.7,25.6,15.7,299451.0,0.65,0.75,2.79,Barack Obama
247319,37.7,28.4,9.1,26450.0,93321,2.57,61.0,30.1,8.9,245127.0,0.32,0.39,2.94,Barack Obama
58781,44.2,17.9,13.3,22263.0,22720,2.48,59.1,16.2,24.7,208678.0,1.42,1.49,2.62,Barack Obama
812577,35.6,23.2,12.0,25542.0,304467,2.59,58.2,34.0,7.9,234766.0,1.16,1.22,2.85,Barack Obama
200841,35.8,30.4,9.7,23699.0,78097,2.5,54.1,32.0,13.9,282955.0,1.7,1.77,3.1,Barack Obama
7626,44.1,15.6,15.6,18332.0,3041,2.44,53.7,19.8,26.5,148519.0,0.39,0.52,2.49,Mitt Romney
78271,30.9,15.7,11.4,17342.0,22787,3.38,60.2,32.2,7.6,159947.0,3.56,3.48,2.78,Mitt Romney
2239,46.3,17.4,6.3,20440.0,921,2.39,51.9,18.8,29.3,121117.0,-0.8,-0.82,2.16,Mitt Romney
40357,33.8,29.5,10.4,21598.0,16045,2.33,47.4,34.5,18.1,235697.0,1.75,1.88,3.15,Mitt Romney
20646,42.4,18.7,9.9,19830.0,8160,2.51,59.2,26.8,14.0,186474.0,0.58,0.65,2.42,Mitt Romney
13023,45.1,14.2,13.5,19062.0,5244,2.48,53.3,16.0,30.7,172511.0,0.86,0.92,2.74,Mitt Romney
11029,40.7,19.2,15.9,21879.0,4234,2.59,59.2,21.1,19.7,221725.0,0.65,0.7,2.72,Mitt Romney
59302,36.2,26.1,8.4,20906.0,21202,2.55,59.3,32.6,8.1,182720.0,0.55,0.58,2.62,Mitt Romney
42909,25.8,47.9,9.5,20265.0,16399,2.29,41.5,46.4,12.1,174858.0,0.54,0.67,3.12,Mitt Romney
239987,32.3,17.7,9.9,17940.0,79084,2.98,59.1,33.2,7.7,162502.0,0.69,0.65,2.63,Mitt Romney
21584,47.3,12.7,13.4,20981.0,8727,2.27,44.0,8.0,48.0,103346.0,0.0,0.13,2.61,Barack Obama
16439,38.5,20.1,9.9,19536.0,6700,2.34,49.5,21.1,29.4,86753.0,-0.28,-0.17,2.6,Barack Obama
15662,46.4,25.5,10.3,19852.0,6629,2.34,42.2,9.2,48.7,115675.0,-0.26,-0.14,2.5,Barack Obama
13771,42.5,17.1,5.8,21695.0,5643,2.41,63.5,19.8,16.7,110897.0,-0.14,-0.01,2.5,Barack Obama
100085,34.2,31.4,7.1,24378.0,39580,2.4,60.0,33.0,7.0,137192.0,0.75,0.93,3.08,Barack Obama
10244,44.0,12.6,11.0,19793.0,4270,2.32,35.9,9.8,54.3,100705.0,-0.06,0.09,2.79,Barack Obama
50470,37.7,21.0,7.9,20435.0,19109,2.43,63.7,24.9,11.4,107955.0,-0.14,0.01,2.72,Barack Obama
24369,40.5,21.9,8.0,23250.0,9624,2.5,66.8,21.2,12.0,137179.0,0.32,0.45,2.65,Barack Obama
27756,42.1,12.6,9.6,20390.0,10785,2.41,59.6,18.0,22.4,97739.0,0.41,0.56,2.54,Barack Obama
4654,28.6,16.0,22.2,12392.0,1412,3.26,46.4,17.3,36.3,81118.0,-0.02,0.14,2.18,Barack Obama
954698,35.1,26.6,12.8,24365.0,386058,2.41,48.0,43.5,8.4,132379.0,0.17,0.21,3.05,Barack Obama
70469,35.1,27.8,8.1,24349.0,27415,2.44,64.4,27.1,8.5,137744.0,0.3,0.49,3.11,Barack Obama
18048,42.0,17.4,8.9,20576.0,7354,2.41,60.5,21.5,18.0,106363.0,-0.37,-0.23,2.56,Barack Obama
162597,38.2,20.3,14.0,25923.0,63511,2.51,64.6,26.3,9.0,124149.0,0.42,0.5,2.89,Barack Obama
61608,40.2,21.4,8.2,24621.0,24698,2.46,63.7,23.5,12.9,146475.0,0.67,0.8,2.86,Barack Obama
28493,41.6,16.4,5.6,21077.0,11648,2.39,67.5,23.4,9.1,111032.0,0.4,0.55,2.36,Barack Obama
47343,41.8,18.1,8.3,21589.0,19269,2.42,62.7,20.5,16.8,109901.0,-0.05,0.07,2.61,Mitt Romney
248965,35.7,26.6,8.0,27128.0,98007,2.46,60.8,32.4,6.7,148037.0,0.54,0.66,2.92,Mitt Romney
16544,48.8,17.2,10.8,22103.0,7162,2.27,42.4,8.2,49.4,113063.0,-0.09,0.04,2.82,Mitt Romney
62409,39.6,17.8,7.1,21511.0,24257,2.47,69.6,22.7,7.7,128094.0,0.71,0.88,2.74,Mitt Romney
101946,39.4,20.4,8.6,25342.0,39755,2.45,67.1,25.0,7.9,133857.0,0.26,0.41,2.71,Mitt Romney
18811,44.5,17.8,8.8,22483.0,7766,2.37,55.4,16.3,28.4,122774.0,-0.3,-0.18,2.66,Mitt Romney
83179,41.1,18.7,9.2,24824.0,33999,2.41,69.4,22.2,8.4,123904.0,-0.14,0.03,2.74,Mitt Romney
42383,44.3,15.9,10.3,21633.0,17759,2.31,48.9,13.0,38.1,94223.0,-0.24,-0.09,2.62,Mitt Romney
87420,42.1,43.8,7.7,40133.0,33912,2.53,71.9,22.5,5.6,240658.0,0.31,0.48,2.44,Mitt Romney
84935,37.5,30.3,6.9,30235.0,32597,2.58,71.2,22.6,6.2,210663.0,1.73,1.91,2.97,Mitt Romney
42526,41.5,15.6,9.4,21173.0,16999,2.45,66.0,18.6,15.4,117289.0,0.16,0.29,2.49,Mitt Romney
75799,40.6,20.4,9.6,25590.0,31682,2.35,68.4,24.0,7.5,113123.0,-0.19,0.01,3.07,Mitt Romney
107387,38.6,18.0,10.5,21758.0,42209,2.51,66.9,23.3,9.8,153303.0,2.42,2.47,1.08,Mitt Romney
14545,42.9,11.7,8.6,15788.0,5851,2.4,57.4,16.0,26.6,80892.0,-0.1,0.02,0.85,Mitt Romney
23637,44.7,15.9,15.4,21019.0,9856,2.31,67.3,21.1,11.7,85188.0,-0.77,-0.68,0.82,Mitt Romney
7331,42.2,12.8,11.0,15717.0,2869,2.52,60.2,14.3,25.5,83084.0,-0.24,-0.15,0.85,Mitt Romney
47102,42.8,13.4,11.5,16473.0,19168,2.35,65.9,19.9,14.2,75653.0,-0.14,-0.02,0.98,Mitt Romney
12338,42.0,14.1,12.9,18183.0,5166,2.36,58.3,14.0,27.7,113048.0,0.99,1.16,0.69,Mitt Romney
28366,41.7,14.9,10.4,19013.0,11490,2.44,70.2,18.1,11.6,109409.0,-0.04,0.09,0.81,Mitt Romney
33276,43.8,12.7,10.1,19908.0,13595,2.38,66.3,19.7,14.0,78129.0,-0.71,-0.6,0.92,Mitt Romney
26040,43.0,10.8,15.4,17687.0,10905,2.36,69.7,17.0,13.4,90749.0,0.08,0.22,0.95,Mitt Romney
23581,43.4,7.8,16.6,12099.0,10247,2.27,59.7,15.7,24.6,34137.0,-1.47,-1.17,1.02,Mitt Romney
27051,40.4,7.4,15.4,14589.0,11200,2.4,63.7,18.8,17.5,75992.0,-0.25,-0.08,1.13,Mitt Romney
89989,33.3,36.9,6.6,19913.0,35284,2.34,52.4,34.2,13.4,123966.0,0.8,0.8,0.86,Mitt Romney
8398,45.4,14.6,10.6,17304.0,3598,2.25,34.8,8.7,56.5,87105.0,-0.98,-0.9,0.98,Mitt Romney
32725,41.4,13.2,8.9,15968.0,12398,2.43,69.6,14.7,15.8,90254.0,0.4,0.59,1.05,Mitt Romney
56991,40.7,22.7,6.3,25259.0,22676,2.5,76.2,14.8,9.0,122675.0,1.02,1.15,1.01,Mitt Romney
80589,42.3,15.5,10.1,19200.0,32846,2.34,66.6,20.9,12.5,96653.0,0.08,0.17,0.88,Mitt Romney
10320,43.8,8.7,9.3,17165.0,4263,2.4,58.0,13.4,28.6,80196.0,-0.05,0.05,0.82,Mitt Romney
6798,45.9,12.8,13.5,18543.0,2905,2.29,48.5,10.8,40.7,82756.0,-0.61,-0.49,0.98,Mitt Romney
23728,40.8,16.8,9.6,16748.0,9411,2.39,61.4,18.8,19.8,102601.0,0.18,0.32,0.94,Mitt Romney
16310,44.2,12.4,15.4,19652.0,6776,2.38,63.4,17.7,19.0,86338.0,-0.82,-0.69,0.68,Mitt Romney
86948,42.5,17.8,11.6,22081.0,36942,2.32,66.0,24.0,10.0,98461.0,-0.17,-0.01,0.85,Mitt Romney
21172,38.3,46.7,4.5,45316.0,9115,2.31,41.6,33.7,24.7,581231.0,1.5,1.62,1.89,Barack Obama
43053,33.9,16.4,6.7,25127.0,16133,2.65,69.4,24.3,6.3,195381.0,2.61,2.8,1.98,Mitt Romney
15884,41.8,18.4,5.9,22285.0,6521,2.32,51.9,20.8,27.3,125221.0,0.51,0.7,1.84,Mitt Romney
13666,39.5,15.6,5.7,21955.0,5509,2.46,62.7,21.1,16.2,143511.0,1.65,1.84,1.98,Mitt Romney
6787,43.8,18.6,4.2,20469.0,2757,2.43,64.8,15.9,19.3,157244.0,1.42,1.61,1.79,Mitt Romney
8665,47.4,23.1,8.6,23029.0,3745,2.29,65.6,22.4,11.9,199560.0,2.19,2.37,1.93,Mitt Romney
17756,38.9,18.2,5.8,20227.0,6645,2.66,61.7,13.9,24.4,175000.0,2.22,2.41,1.57,Mitt Romney
74581,37.7,21.0,7.7,24198.0,30235,2.41,62.7,26.7,10.7,162610.0,1.37,1.43,2.01,Mitt Romney
8494,44.5,15.3,7.1,21538.0,3596,2.34,58.2,17.8,23.9,132929.0,-0.57,-0.42,1.88,Mitt Romney
29367,43.6,23.4,6.9,24395.0,12693,2.25,61.9,27.1,11.0,194307.0,1.26,1.44,2.14,Mitt Romney
